,timestamp,disk_id,model,failure,r_sectors,u_errors,n_b_written,command_timeout,current_pending_sector_count,uncorrectable_sector_count
6516408,2019-01-21,ZA16CR18,ST8000NM0055,1.0,0.0,0.0,40579340696.0,0.0,0.0,0.0
6525118,2019-05-29,ZA16CXNA,ST8000NM0055,1.0,216.0,1.0,53498528600.0,0.0,0.0,0.0
6578305,2020-11-25,ZA16DDQ7,ST8000NM0055,1.0,3840.0,13.0,72137962296.0,0.0,8.0,8.0
6582086,2019-05-21,ZA16DDRB,ST8000NM0055,1.0,13016.0,0.0,54193903152.0,8590131203.0,8.0,8.0
6584422,2019-11-30,ZA16DDRG,ST8000NM0055,1.0,38496.0,0.0,60216975256.0,0.0,0.0,0.0
6590255,2020-07-07,ZA16DDTZ,ST8000NM0055,1.0,25760.0,157.0,69108893488.0,0.0,0.0,0.0
6591584,2021-08-23,ZA16DDVW,ST8000NM0055,1.0,4440.0,51.0,79888450472.0,0.0,0.0,0.0
6623683,2020-08-26,ZA16DE0D,ST8000NM0055,1.0,97.0,0.0,70979276432.0,0.0,0.0,0.0
6678776,2020-10-08,ZA16DK4Q,ST8000NM0055,1.0,363.0,1.0,73648659624.0,0.0,8.0,8.0
6683561,2022-02-19,ZA16DK6Z,ST8000NM0055,1.0,32.0,0.0,86525249912.0,0.0,0.0,0.0
6704305,2020-12-17,ZA16DQ0L,ST8000NM0055,1.0,11160.0,33.0,73131498632.0,0.0,0.0,0.0
6736218,2020-02-24,ZA16DQ3A,ST8000NM0055,1.0,96.0,0.0,64001712632.0,0.0,0.0,0.0
6744331,2022-04-15,ZA16DQ3J,ST8000NM0055,1.0,8.0,0.0,86916233760.0,0.0,0.0,0.0
6748848,2021-06-01,ZA16DQ44,ST8000NM0055,1.0,59072.0,136.0,77342167800.0,0.0,0.0,0.0
6764873,2021-07-09,ZA16DQ5P,ST8000NM0055,1.0,2776.0,5.0,79717542560.0,0.0,0.0,0.0
6792340,2021-06-02,ZA16DQ7T,ST8000NM0055,1.0,0.0,0.0,78107869312.0,0.0,0.0,0.0
6823293,2021-12-31,ZA16DQA0,ST8000NM0055,1.0,46880.0,55.0,84807263360.0,0.0,0.0,0.0
6825465,2019-06-20,ZA16DQA6,ST8000NM0055,1.0,1752.0,5.0,55318543848.0,4295032833.0,48.0,48.0
6833619,2022-06-02,ZA16DQBC,ST8000NM0055,1.0,0.0,0.0,87544034520.0,0.0,0.0,0.0
6848059,2021-08-26,ZA16DQC7,ST8000NM0055,1.0,8016.0,98.0,80076149256.0,0.0,128.0,128.0
6852004,2019-11-07,ZA16DQCD,ST8000NM0055,1.0,9696.0,5.0,61197415384.0,0.0,0.0,0.0
6870547,2019-06-08,ZA16DQE7,ST8000NM0055,1.0,4000.0,7.0,55403694120.0,0.0,8.0,8.0
6961522,2020-05-19,ZA16DQL2,ST8000NM0055,1.0,9.0,0.0,66906672096.0,0.0,0.0,0.0
6975732,2021-01-07,ZA16DQLM,ST8000NM0055,1.0,1144.0,9.0,73735955280.0,0.0,8.0,8.0
6987877,2019-11-13,ZA16DQM6,ST8000NM0055,1.0,572.0,6.0,61754305008.0,12885098499.0,24.0,24.0
6996766,2019-12-04,ZA16DQNH,ST8000NM0055,1.0,40.0,0.0,59801591792.0,0.0,0.0,0.0
7000189,2018-05-25,ZA16DQNW,ST8000NM0055,1.0,1432.0,1.0,41030011144.0,0.0,0.0,0.0
7009532,2021-02-24,ZA16DQRY,ST8000NM0055,1.0,15392.0,86.0,74654800968.0,0.0,104.0,104.0
7028770,2021-04-25,ZA16DQW7,ST8000NM0055,1.0,72.0,3.0,76475947160.0,0.0,0.0,0.0
7033542,2022-02-06,ZA16DQX5,ST8000NM0055,1.0,6248.0,35.0,85072271680.0,4295032833.0,0.0,0.0
7146393,2021-11-06,ZA16DRFZ,ST8000NM0055,1.0,0.0,0.0,82754670808.0,0.0,0.0,0.0
7147385,2020-09-20,ZA16DRG1,ST8000NM0055,1.0,0.0,0.0,71104819544.0,0.0,0.0,0.0
7178222,2021-09-11,ZA16DRJL,ST8000NM0055,1.0,2040.0,53.0,80977617976.0,0.0,192.0,192.0
7359773,2021-08-04,ZA16DSH2,ST8000NM0055,1.0,40744.0,35.0,79466828800.0,0.0,8.0,8.0
7369559,2022-05-13,ZA16DSJ3,ST8000NM0055,1.0,17512.0,106.0,88026663672.0,0.0,0.0,0.0
7555110,2019-03-18,ZA16DSXP,ST8000NM0055,1.0,31368.0,6.0,53132045880.0,0.0,0.0,0.0
7558805,2019-02-22,ZA16DSXV,ST8000NM0055,1.0,0.0,0.0,52218045040.0,0.0,0.0,0.0
7733674,2021-06-15,ZA16DTKM,ST8000NM0055,1.0,1809.0,16.0,76184412192.0,0.0,8.0,8.0
7782722,2022-03-02,ZA16DV15,ST8000NM0055,1.0,38944.0,513.0,84557177320.0,4297850925.0,0.0,0.0
7803360,2020-08-29,ZA16DV3Z,ST8000NM0055,1.0,0.0,0.0,70349661752.0,0.0,0.0,0.0
7810968,2020-11-19,ZA16DV4P,ST8000NM0055,1.0,0.0,3.0,71059241072.0,0.0,8.0,8.0
7840425,2022-05-15,ZA16DV7N,ST8000NM0055,1.0,23784.0,77.0,87042200432.0,4295032833.0,0.0,0.0
7847445,2019-04-10,ZA16DV86,ST8000NM0055,1.0,0.0,0.0,53979745176.0,0.0,0.0,0.0
7880049,2022-01-05,ZA16DVBP,ST8000NM0055,1.0,35128.0,73.0,83992489256.0,0.0,0.0,0.0
7894201,2020-11-08,ZA16DVE6,ST8000NM0055,1.0,0.0,0.0,71030445240.0,0.0,0.0,0.0
8065157,2019-06-09,ZA16DWMX,ST8000NM0055,1.0,0.0,0.0,54628484968.0,0.0,0.0,0.0
8120731,2022-02-10,ZA16DWT6,ST8000NM0055,1.0,0.0,0.0,85660992864.0,0.0,0.0,0.0
8165302,2018-11-20,ZA16DX0J,ST8000NM0055,1.0,28128.0,11.0,48559748152.0,0.0,0.0,0.0
8197899,2021-12-31,ZA16DXEY,ST8000NM0055,1.0,0.0,0.0,85457106096.0,0.0,0.0,0.0
8243031,2020-06-16,ZA16DXQH,ST8000NM0055,1.0,6848.0,95.0,67796357392.0,0.0,120.0,120.0
8250408,2020-04-04,ZA16DXX5,ST8000NM0055,1.0,24064.0,46.0,65647309488.0,0.0,0.0,0.0
8258459,2022-02-09,ZA16DXY2,ST8000NM0055,1.0,41960.0,52.0,82614006152.0,0.0,24.0,24.0
8285133,2019-04-04,ZA16DY1V,ST8000NM0055,1.0,6240.0,8.0,53407968656.0,0.0,0.0,0.0
8286467,2021-08-28,ZA16DY1Y,ST8000NM0055,1.0,3880.0,19.0,80265398904.0,0.0,0.0,0.0
8312565,2022-03-18,ZA16DY7D,ST8000NM0055,1.0,0.0,47.0,86522610864.0,0.0,0.0,0.0
8356153,2021-08-10,ZA16EEC3,ST8000NM0055,1.0,0.0,0.0,80826888200.0,0.0,0.0,0.0
8374018,2022-01-19,ZA16EEET,ST8000NM0055,1.0,0.0,0.0,85827287264.0,0.0,0.0,0.0
8399974,2021-10-05,ZA16EEHF,ST8000NM0055,1.0,0.0,0.0,81313186008.0,0.0,16.0,16.0
8416588,2018-08-13,ZA16EEKX,ST8000NM0055,1.0,0.0,0.0,43279774008.0,0.0,0.0,0.0
8424621,2022-01-19,ZA16EELV,ST8000NM0055,1.0,0.0,0.0,83794545224.0,0.0,0.0,0.0
8452156,2021-08-07,ZA16EEP3,ST8000NM0055,1.0,45784.0,111.0,78543405152.0,0.0,136.0,136.0
8503909,2020-08-05,ZA16EES9,ST8000NM0055,1.0,544.0,1.0,69344504160.0,0.0,0.0,0.0
8602910,2018-02-04,ZA16H0TW,ST8000NM0055,1.0,0.0,0.0,26998140496.0,0.0,0.0,0.0
8772023,2022-03-27,ZA16PDZX,ST8000NM0055,1.0,0.0,0.0,84654830568.0,0.0,0.0,0.0
8883588,2018-12-04,ZA16RV57,ST8000NM0055,1.0,1408.0,7.0,46166572800.0,0.0,0.0,0.0
8899956,2022-06-07,ZA16S383,ST8000NM0055,1.0,0.0,0.0,86834491368.0,0.0,0.0,0.0
8929800,2018-12-10,ZA16SNFJ,ST8000NM0055,1.0,1864.0,7.0,46693392912.0,0.0,16.0,16.0
8936304,2022-05-05,ZA16SQ3L,ST8000NM0055,1.0,6296.0,73.0,86312551296.0,0.0,0.0,0.0
8943401,2019-06-27,ZA16SQ5J,ST8000NM0055,1.0,0.0,0.0,53793132408.0,0.0,0.0,0.0
9039681,2020-05-09,ZA16TY6Q,ST8000NM0055,1.0,0.0,0.0,61622890520.0,0.0,0.0,0.0
9043875,2020-01-21,ZA16V32F,ST8000NM0055,1.0,0.0,0.0,56589870400.0,0.0,0.0,0.0
9049966,2021-03-22,ZA16V3D3,ST8000NM0055,1.0,11608.0,32.0,74033167240.0,0.0,0.0,0.0
9051545,2022-05-02,ZA16V3DC,ST8000NM0055,1.0,12424.0,19.0,86528486104.0,0.0,0.0,0.0
9051842,2018-10-25,ZA16V3VN,ST8000NM0055,1.0,9024.0,3.0,44840359784.0,0.0,0.0,0.0
9078576,2018-09-10,ZA16VVNB,ST8000NM0055,1.0,0.0,0.0,42593134360.0,0.0,0.0,0.0
9103234,2020-06-01,ZA16W2EW,ST8000NM0055,1.0,0.0,0.0,66138513280.0,0.0,0.0,0.0
9302130,2021-11-25,ZA16XDWY,ST8000NM0055,1.0,4336.0,20.0,72339500976.0,0.0,24.0,24.0
9395706,2020-07-13,ZA16Y91F,ST8000NM0055,1.0,3616.0,18.0,61068130792.0,0.0,8.0,8.0
9445527,2019-08-15,ZA16YQXF,ST8000NM0055,1.0,8.0,0.0,51407017968.0,0.0,0.0,0.0
9453444,2021-09-16,ZA16Z0EC,ST8000NM0055,1.0,24.0,0.0,71265332816.0,0.0,0.0,0.0
9499400,2018-07-31,ZA16Z98M,ST8000NM0055,1.0,0.0,0.0,673567920.0,0.0,0.0,0.0
9558152,2022-02-05,ZA16ZWYF,ST8000NM0055,1.0,56.0,12.0,75558670984.0,0.0,0.0,0.0
9563740,2019-10-28,ZA16ZZ7V,ST8000NM0055,1.0,0.0,0.0,58840478456.0,0.0,0.0,0.0
9599921,2022-06-09,ZA170JWG,ST8000NM0055,1.0,0.0,16.0,78951229456.0,0.0,24.0,24.0
9658285,2022-03-10,ZA170TK6,ST8000NM0055,1.0,0.0,0.0,76056649736.0,0.0,0.0,0.0
9680053,2019-02-26,ZA170TQ1,ST8000NM0055,1.0,0.0,0.0,41232692256.0,0.0,0.0,0.0
9685850,2022-01-29,ZA170TR3,ST8000NM0055,1.0,14128.0,35.0,75579850432.0,0.0,64.0,64.0
9711983,2018-11-26,ZA170TZN,ST8000NM0055,1.0,16.0,12.0,37230203752.0,0.0,32.0,32.0
9746361,2020-04-06,ZA170ZXL,ST8000NM0055,1.0,0.0,0.0,59247487192.0,0.0,0.0,0.0
9832066,2020-03-18,ZA1718J9,ST8000NM0055,1.0,0.0,0.0,33288780666.0,0.0,0.0,0.0
10061418,2021-08-11,ZA171LL9,ST8000NM0055,1.0,37896.0,110.0,70153175384.0,0.0,0.0,0.0
10113211,2019-07-17,ZA171R4R,ST8000NM0055,1.0,0.0,0.0,48400561768.0,0.0,0.0,0.0
10117503,2020-10-04,ZA171R5Y,ST8000NM0055,1.0,168.0,0.0,62022284784.0,0.0,0.0,0.0
10185531,2021-12-20,ZA171RJB,ST8000NM0055,1.0,51400.0,192.0,81536362728.0,0.0,0.0,0.0
10200534,2018-09-16,ZA171RLD,ST8000NM0055,1.0,0.0,0.0,42915793352.0,0.0,0.0,0.0
10250070,2019-01-20,ZA171RQB,ST8000NM0055,1.0,0.0,0.0,48167233440.0,0.0,0.0,0.0
10255150,2018-06-12,ZA171RQS,ST8000NM0055,1.0,0.0,0.0,38905648688.0,0.0,0.0,0.0
10306242,2018-10-23,ZA171RYT,ST8000NM0055,1.0,80.0,0.0,44588660784.0,0.0,0.0,0.0
10332885,2019-03-06,ZA171S1E,ST8000NM0055,1.0,3344.0,4.0,49699409296.0,0.0,0.0,0.0
10364005,2022-06-22,ZA171S5W,ST8000NM0055,1.0,840.0,20.0,87389878608.0,0.0,216.0,216.0
10370424,2022-02-16,ZA171S6D,ST8000NM0055,1.0,0.0,0.0,83082787480.0,0.0,0.0,0.0
10452804,2019-04-03,ZA171SGA,ST8000NM0055,1.0,0.0,0.0,51172425112.0,0.0,0.0,0.0
10453057,2018-09-10,ZA171SGC,ST8000NM0055,1.0,0.0,0.0,42694811592.0,0.0,0.0,0.0
10465151,2019-09-18,ZA171SJF,ST8000NM0055,1.0,5480.0,17.0,58055087720.0,0.0,0.0,0.0
10469895,2022-01-07,ZA171SJZ,ST8000NM0055,1.0,184.0,0.0,83619979160.0,0.0,0.0,0.0
10487814,2022-03-18,ZA171SM1,ST8000NM0055,1.0,0.0,0.0,85120534336.0,0.0,0.0,0.0
10536470,2021-02-23,ZA171SR9,ST8000NM0055,1.0,8.0,0.0,72765348752.0,0.0,0.0,0.0
10611782,2022-05-19,ZA171T2R,ST8000NM0055,1.0,2.0,159.0,86490274512.0,4295032833.0,8.0,8.0
10697000,2018-01-10,ZA171T9X,ST8000NM0055,1.0,0.0,0.0,33564416688.0,0.0,0.0,0.0
10729977,2018-08-01,ZA171TCQ,ST8000NM0055,1.0,0.0,0.0,40895954144.0,0.0,0.0,0.0
10772052,2021-01-16,ZA171TGD,ST8000NM0055,1.0,4192.0,12.0,72358438464.0,0.0,0.0,0.0
10847070,2021-07-18,ZA171TLQ,ST8000NM0055,1.0,136.0,3.0,76455662224.0,0.0,0.0,0.0
10892466,2021-03-05,ZA171TPA,ST8000NM0055,1.0,1048.0,3.0,74204944680.0,0.0,8.0,8.0
10923866,2018-09-25,ZA171TRJ,ST8000NM0055,1.0,2864.0,14.0,43380052040.0,0.0,8.0,8.0
10965105,2018-10-02,ZA171TV4,ST8000NM0055,1.0,8.0,3.0,44002574352.0,0.0,8.0,8.0
11059142,2019-10-02,ZA171V2E,ST8000NM0055,1.0,288.0,0.0,58562866816.0,0.0,0.0,0.0
11061755,2020-09-02,ZA171V2Y,ST8000NM0055,1.0,184.0,0.0,68091946856.0,0.0,0.0,0.0
11076485,2022-06-17,ZA171V3Z,ST8000NM0055,1.0,4928.0,19.0,87622950984.0,0.0,8.0,8.0
11113962,2021-11-30,ZA171V7X,ST8000NM0055,1.0,48.0,0.0,81941628112.0,0.0,0.0,0.0
11150404,2019-02-11,ZA171V9Z,ST8000NM0055,1.0,24.0,0.0,48652483584.0,0.0,0.0,0.0
11201726,2019-06-04,ZA171VE9,ST8000NM0055,1.0,32.0,3.0,52852868600.0,0.0,8.0,8.0
11206534,2022-03-12,ZA171VEE,ST8000NM0055,1.0,88.0,1.0,84563680040.0,0.0,0.0,0.0
11210037,2018-08-13,ZA171VEP,ST8000NM0055,1.0,464.0,3.0,41486754536.0,0.0,8.0,8.0
11211041,2020-10-02,ZA171VEV,ST8000NM0055,1.0,25744.0,209.0,69348014648.0,0.0,0.0,0.0
11225148,2020-09-28,ZA171VFX,ST8000NM0055,1.0,48.0,5.0,70055760240.0,0.0,8.0,8.0
11255759,2021-01-29,ZA171VKB,ST8000NM0055,1.0,5833.0,1.0,72306927424.0,0.0,0.0,0.0
11265481,2022-03-09,ZA171VLB,ST8000NM0055,1.0,40680.0,42.0,84587150736.0,0.0,0.0,0.0
11309810,2018-04-04,ZA171VQK,ST8000NM0055,1.0,0.0,0.0,36148010296.0,0.0,0.0,0.0
11318257,2018-09-16,ZA171VRA,ST8000NM0055,1.0,0.0,0.0,42684036384.0,0.0,0.0,0.0
11389662,2020-11-16,ZA1729A0,ST8000NM0055,1.0,19136.0,30.0,64075596272.0,0.0,0.0,0.0
11446195,2019-04-08,ZA172BWD,ST8000NM0055,1.0,24.0,0.0,43258997024.0,0.0,0.0,0.0
11477166,2021-11-18,ZA172C4Y,ST8000NM0055,1.0,0.0,0.0,72301226824.0,0.0,0.0,0.0
11483701,2022-05-29,ZA172C8R,ST8000NM0055,1.0,12448.0,152.0,79020954176.0,0.0,0.0,0.0
11574747,2022-06-06,ZA172JSZ,ST8000NM0055,1.0,55136.0,147.0,78663228512.0,0.0,0.0,0.0
11690091,2019-01-15,ZA17347A,ST8000NM0055,1.0,0.0,0.0,40367912192.0,0.0,0.0,0.0
11714504,2021-12-22,ZA173DXP,ST8000NM0055,1.0,296.0,4.0,73184772736.0,0.0,0.0,0.0
11719825,2019-01-22,ZA173E77,ST8000NM0055,1.0,8.0,1.0,41163854432.0,0.0,0.0,0.0
11721435,2019-05-21,ZA173EB5,ST8000NM0055,1.0,8.0,0.0,25471480752.0,0.0,0.0,0.0
11773699,2019-08-23,ZA173SYB,ST8000NM0055,1.0,8.0,0.0,51535386104.0,0.0,0.0,0.0
11887947,2022-05-14,ZA174D4N,ST8000NM0055,1.0,88.0,0.0,78443534600.0,0.0,0.0,0.0
11929871,2021-12-22,ZA174EZH,ST8000NM0055,1.0,,,,,,
11941550,2022-06-07,ZA174G4S,ST8000NM0055,1.0,0.0,0.0,78162785608.0,0.0,0.0,0.0
11946085,2022-03-04,ZA174G9S,ST8000NM0055,1.0,13168.0,35.0,75723338400.0,0.0,0.0,0.0
12023906,2020-07-16,ZA174K3S,ST8000NM0055,1.0,0.0,0.0,59748150872.0,0.0,0.0,0.0
12028898,2019-10-23,ZA174K5F,ST8000NM0055,1.0,0.0,0.0,62714857212.0,0.0,0.0,0.0
12069429,2019-10-25,ZA174KE4,ST8000NM0055,1.0,0.0,0.0,77690256632.0,0.0,0.0,0.0
12123162,2019-01-11,ZA174KNX,ST8000NM0055,1.0,8.0,0.0,30130094496.0,0.0,80.0,80.0
12146250,2018-03-27,ZA174KSV,ST8000NM0055,1.0,16.0,0.0,24753574304.0,0.0,0.0,0.0
12198504,2018-11-27,ZA174MKQ,ST8000NM0055,1.0,0.0,0.0,36576898560.0,0.0,0.0,0.0
12221362,2022-02-22,ZA174PEB,ST8000NM0055,1.0,80.0,0.0,75943255112.0,0.0,0.0,0.0
12248938,2021-07-30,ZA174PN4,ST8000NM0055,1.0,36664.0,68.0,71910863000.0,0.0,0.0,0.0
12318725,2021-04-10,ZA174QRH,ST8000NM0055,1.0,0.0,0.0,67848868528.0,0.0,0.0,0.0
12477742,2020-07-18,ZA1752L5,ST8000NM0055,1.0,448.0,63.0,60547530400.0,0.0,16.0,16.0
12496214,2022-03-15,ZA176HXY,ST8000NM0055,1.0,8.0,0.0,28208581216.0,0.0,0.0,0.0
12505162,2020-01-26,ZA177BYA,ST8000NM0055,1.0,2184.0,4.0,57811664528.0,0.0,0.0,0.0
12559343,2019-03-29,ZA17G86N,ST8000NM0055,1.0,418.0,3.0,43937877056.0,0.0,64.0,64.0
12658673,2019-07-22,ZA17L2JA,ST8000NM0055,1.0,11408.0,9.0,51032083200.0,0.0,16.0,16.0
12662813,2022-05-22,ZA17LJVV,ST8000NM0055,1.0,0.0,102.0,34807683320.0,4295032833.0,616.0,616.0
12681922,2018-07-19,ZA17R4VS,ST8000NM0055,1.0,8.0,3.0,17108423048.0,0.0,16.0,16.0
12685113,2018-10-07,ZA17RMPJ,ST8000NM0055,1.0,344.0,0.0,38990032792.0,0.0,0.0,0.0
12710898,2021-04-10,ZA17T8H3,ST8000NM0055,1.0,46824.0,118.0,69871826184.0,0.0,24.0,24.0
12721807,2020-12-14,ZA17TRD4,ST8000NM0055,1.0,10544.0,18.0,68266910776.0,0.0,8.0,8.0
12733061,2021-11-20,ZA17V0JP,ST8000NM0055,1.0,0.0,0.0,71373451032.0,0.0,0.0,0.0
12742622,2021-09-20,ZA17V1FQ,ST8000NM0055,1.0,26368.0,35.0,76156889720.0,0.0,8.0,8.0
12757941,2019-07-10,ZA17VHYX,ST8000NM0055,1.0,0.0,0.0,49898016264.0,0.0,0.0,0.0
12764708,2018-07-27,ZA17VM8G,ST8000NM0055,1.0,41384.0,87.0,31719754056.0,0.0,0.0,0.0
12772558,2021-07-14,ZA17VTA3,ST8000NM0055,1.0,5784.0,4.0,70802771936.0,0.0,0.0,0.0
12802813,2019-12-30,ZA17WKQ0,ST8000NM0055,1.0,44224.0,76.0,54100068952.0,0.0,0.0,0.0
12810520,2021-02-26,ZA17WV9J,ST8000NM0055,1.0,0.0,0.0,65618075624.0,0.0,0.0,0.0
12838901,2019-05-15,ZA17X8B7,ST8000NM0055,1.0,0.0,0.0,47086604184.0,0.0,0.0,0.0
12868072,2021-07-16,ZA17XYLJ,ST8000NM0055,1.0,200.0,0.0,73616729616.0,0.0,0.0,0.0
12877437,2021-03-10,ZA17Y1Y4,ST8000NM0055,1.0,0.0,0.0,66613361176.0,0.0,0.0,0.0
12932898,2019-05-03,ZA17ZDJX,ST8000NM0055,1.0,0.0,3.0,44386691016.0,0.0,8.0,8.0
12934976,2019-03-13,ZA17ZEY3,ST8000NM0055,1.0,0.0,0.0,44054785776.0,0.0,0.0,0.0
12940377,2019-04-22,ZA17ZEZE,ST8000NM0055,1.0,0.0,0.0,44594738488.0,0.0,0.0,0.0
12951542,2021-08-08,ZA17ZF2S,ST8000NM0055,1.0,45048.0,155.0,71007620088.0,0.0,0.0,0.0
12963508,2019-04-18,ZA17ZF5W,ST8000NM0055,1.0,0.0,6.0,45179302080.0,0.0,16.0,16.0
12964833,2021-08-20,ZA17ZF6Q,ST8000NM0055,1.0,56384.0,48.0,70817772856.0,0.0,0.0,0.0
12969159,2020-11-09,ZA17ZF85,ST8000NM0055,1.0,2080.0,82.0,62750927144.0,0.0,200.0,200.0
12969618,2019-04-04,ZA17ZF93,ST8000NM0055,1.0,8.0,0.0,44307823552.0,0.0,0.0,0.0
12978327,2019-05-14,ZA17ZLZE,ST8000NM0055,1.0,55864.0,18.0,46305609160.0,0.0,8.0,8.0
12987826,2021-07-12,ZA17ZN6B,ST8000NM0055,1.0,5040.0,9.0,71082785936.0,0.0,24.0,24.0
13018171,2020-02-28,ZA17ZNAJ,ST8000NM0055,1.0,17240.0,15.0,57793098288.0,0.0,0.0,0.0
13042786,2022-06-29,ZA17ZNCG,ST8000NM0055,1.0,0.0,0.0,78419057816.0,0.0,0.0,0.0
13069293,2018-08-24,ZA17ZNFT,ST8000NM0055,1.0,25760.0,186.0,32324106496.0,0.0,8.0,8.0
13076190,2018-11-26,ZA17ZNGB,ST8000NM0055,1.0,55176.0,98.0,37008527136.0,0.0,0.0,0.0
13076790,2019-08-23,ZA17ZNGC,ST8000NM0055,1.0,48.0,0.0,50636653024.0,0.0,0.0,0.0
13081688,2022-06-05,ZA17ZNGF,ST8000NM0055,1.0,42992.0,63.0,77091266448.0,4295032833.0,0.0,0.0
13134658,2019-03-13,ZA17ZNJY,ST8000NM0055,1.0,368.0,0.0,42923553048.0,0.0,16.0,16.0
13147641,2022-02-03,ZA17ZNLA,ST8000NM0055,1.0,0.0,0.0,70980317168.0,0.0,0.0,0.0
13163662,2021-06-02,ZA17ZNMM,ST8000NM0055,1.0,64.0,6.0,68039323720.0,0.0,8.0,8.0
13166248,2020-08-04,ZA17ZNMY,ST8000NM0055,1.0,24256.0,15.0,60550512320.0,0.0,16.0,16.0
13177176,2020-12-17,ZA17ZNPT,ST8000NM0055,1.0,6248.0,8.0,65072411680.0,0.0,0.0,0.0
13179507,2019-11-20,ZA17ZNQ9,ST8000NM0055,1.0,0.0,0.0,54791475304.0,0.0,0.0,0.0
13182672,2022-03-03,ZA17ZNQF,ST8000NM0055,1.0,5328.0,1.0,74890876824.0,0.0,0.0,0.0
13186776,2020-03-30,ZA17ZNR0,ST8000NM0055,1.0,16.0,0.0,57666146792.0,0.0,0.0,0.0
13191449,2021-10-20,ZA17ZNRV,ST8000NM0055,1.0,23192.0,23.0,71642035632.0,0.0,16.0,16.0
13194662,2022-04-20,ZA17ZNWE,ST8000NM0055,1.0,72.0,6.0,76173001008.0,0.0,8.0,8.0
13195556,2020-06-12,ZA17ZNWG,ST8000NM0055,1.0,6608.0,5.0,60600238808.0,0.0,0.0,0.0
13210911,2019-08-03,ZA17ZNZJ,ST8000NM0055,1.0,5784.0,0.0,49679632720.0,0.0,8.0,8.0
13223692,2021-07-18,ZA17ZP3P,ST8000NM0055,1.0,23288.0,33.0,70950825568.0,0.0,0.0,0.0
13235056,2022-02-24,ZA17ZPA2,ST8000NM0055,1.0,53760.0,184.0,73419570968.0,8590065666.0,24.0,24.0
13241362,2021-10-11,ZA17ZPAN,ST8000NM0055,1.0,744.0,1.0,69215036080.0,0.0,0.0,0.0
13254501,2018-01-11,ZA17ZPD1,ST8000NM0055,1.0,40.0,0.0,20831360208.0,0.0,0.0,0.0
13264869,2019-06-03,ZA17ZPGD,ST8000NM0055,1.0,1.0,3.0,47232896992.0,0.0,8.0,8.0
13274679,2022-05-20,ZA17ZPL1,ST8000NM0055,1.0,96.0,4.0,77293135160.0,0.0,0.0,0.0
13280368,2020-02-06,ZA17ZPMX,ST8000NM0055,1.0,8.0,0.0,55179156656.0,0.0,0.0,0.0
13281899,2022-03-14,ZA17ZPNH,ST8000NM0055,1.0,12224.0,23.0,73151975704.0,0.0,8.0,8.0
13284811,2021-06-23,ZA17ZPP5,ST8000NM0055,1.0,39000.0,53.0,70722011536.0,0.0,0.0,0.0
13296845,2019-07-03,ZA17ZPT9,ST8000NM0055,1.0,0.0,0.0,48455824408.0,0.0,0.0,0.0
13300047,2022-04-10,ZA17ZPVA,ST8000NM0055,1.0,6912.0,11.0,76565537784.0,4295032833.0,0.0,0.0
13309733,2019-07-17,ZA17ZPZW,ST8000NM0055,1.0,0.0,0.0,49031632216.0,0.0,0.0,0.0
13309944,2018-07-30,ZA17ZQ0A,ST8000NM0055,1.0,0.0,0.0,30869422784.0,0.0,0.0,0.0
13319611,2022-01-06,ZA17ZTTX,ST8000NM0055,1.0,30040.0,11.0,71102976832.0,0.0,0.0,0.0
13448897,2021-05-17,ZA17ZVP4,ST8000NM0055,1.0,7088.0,38.0,69637530768.0,0.0,0.0,0.0
13475607,2019-04-15,ZA1805MK,ST8000NM0055,1.0,0.0,6.0,44920233672.0,0.0,16.0,16.0
13496603,2021-08-09,ZA1805P7,ST8000NM0055,1.0,64.0,0.0,74332593912.0,0.0,0.0,0.0
13505325,2019-06-12,ZA1805QT,ST8000NM0055,1.0,0.0,0.0,46970073288.0,0.0,0.0,0.0
13512323,2019-03-16,ZA1805V0,ST8000NM0055,1.0,0.0,7.0,43677251472.0,0.0,0.0,0.0
13528233,2021-02-20,ZA1805WS,ST8000NM0055,1.0,32008.0,38.0,64854849168.0,0.0,0.0,0.0
13548925,2021-07-09,ZA1805ZB,ST8000NM0055,1.0,24.0,0.0,71195091560.0,0.0,0.0,0.0
13566731,2021-10-27,ZA1806EC,ST8000NM0055,1.0,6472.0,16.0,74997096968.0,0.0,0.0,0.0
13568076,2021-09-08,ZA1806EH,ST8000NM0055,1.0,136.0,0.0,73308388640.0,0.0,0.0,0.0
13588695,2020-07-18,ZA180971,ST8000NM0055,1.0,23376.0,46.0,60682138792.0,8590065666.0,16.0,16.0
13598855,2018-11-16,ZA180AB9,ST8000NM0055,1.0,30520.0,106.0,37071609656.0,0.0,0.0,0.0
13605390,2022-06-05,ZA180BEM,ST8000NM0055,1.0,58576.0,173.0,77400843056.0,4295032833.0,0.0,0.0
13606147,2020-01-27,ZA180BPF,ST8000NM0055,1.0,8680.0,36.0,55698943488.0,0.0,16.0,16.0
13610098,2019-11-04,ZA180DAX,ST8000NM0055,1.0,1.0,0.0,52139603656.0,0.0,0.0,0.0
13611378,2021-07-03,ZA180DYT,ST8000NM0055,1.0,21816.0,16.0,71161426688.0,0.0,0.0,0.0
13613581,2019-07-15,ZA180E3W,ST8000NM0055,1.0,0.0,0.0,48639347328.0,0.0,8.0,8.0
